fecha,ruta,numero_bus,pasajeros_subieron,pasajeros_bajaron,capacidad_maxima,hora_programada,hora_real,temperatura_exterior,dia_semana,flujo_neto,ocupacion_actual,porcentaje_ocupacion,retraso_minutos,puntualidad,periodo_dia,es_hora_pico
2025-11-13 21:22:51.022536,Ruta 5 - Oeste,101,6.0,8,50,2025-11-13 21:15:00,2025-11-13 21:15:51.627947394,15.819000514306026,Thursday,-2.0,17.0,34.0,0.86,A Tiempo,Noche,False
2025-11-14 01:27:51.022536,Ruta 5 - Oeste,101,8.0,2,40,2025-11-14 01:15:00,2025-11-14 01:15:09.125000106,26.25812812195352,Friday,6.0,23.0,57.5,0.15,A Tiempo,Madrugada,False
2025-11-15 07:02:51.022536,Ruta 3 - Sur,101,5.0,3,40,2025-11-15 07:00:00,2025-11-15 07:00:23.151809952,25.857108290276987,Saturday,2.0,25.0,62.5,0.39,A Tiempo,Mañana,True
2025-11-16 12:07:51.022536,Ruta 4 - Este,101,6.0,5,50,2025-11-16 12:00:00,2025-11-16 12:00:56.553586134,31.60122920966185,Sunday,1.0,26.0,52.0,0.94,A Tiempo,Mañana,False
2025-11-16 14:12:51.022536,Ruta 3 - Sur,101,7.0,7,40,2025-11-16 14:00:00,2025-11-16 14:01:12.284929086,18.601970873907128,Sunday,0.0,26.0,65.0,1.2,A Tiempo,Tarde,False
2025-11-16 15:52:51.022536,Ruta 2 - Norte,101,11.0,7,40,2025-11-16 15:45:00,2025-11-16 15:50:20.171711898,24.001779732351537,Sunday,4.0,30.0,75.0,5.34,Retraso Grave,Tarde,False
2025-11-17 06:22:51.022536,Ruta 2 - Norte,101,6.0,7,60,2025-11-17 06:15:00,2025-11-17 06:18:49.145735670,27.33584697239372,Monday,-1.0,29.0,48.33,3.82,Retraso Leve,Madrugada,False
2025-11-17 07:52:51.022536,Ruta 6 - Express,101,8.0,5,50,2025-11-17 07:45:00,2025-11-17 07:45:12.598419930,31.592350706604677,Monday,3.0,32.0,64.0,0.21,A Tiempo,Mañana,True
2025-11-17 23:17:51.022536,Ruta 1 - Centro,101,10.0,3,40,2025-11-17 23:15:00,2025-11-17 23:15:42.540074274,30.23739216506604,Monday,7.0,39.0,97.5,0.71,A Tiempo,Noche,False
2025-11-18 02:17:51.022536,Ruta 4 - Este,101,6.0,9,50,2025-11-18 02:15:00,2025-11-18 02:15:40.003672698,21.88984281354088,Tuesday,-3.0,36.0,72.0,0.67,A Tiempo,Madrugada,False
2025-11-18 07:27:51.022536,Ruta 6 - Express,101,6.0,2,60,2025-11-18 07:15:00,2025-11-18 07:15:27.493682202,25.87703849353545,Tuesday,4.0,40.0,66.67,0.46,A Tiempo,Mañana,True
2025-11-18 09:37:51.022536,Ruta 6 - Express,101,6.0,4,60,2025-11-18 09:30:00,2025-11-18 09:33:13.089773628,18.21800943286025,Tuesday,2.0,42.0,70.0,3.22,Retraso Leve,Mañana,True
2025-11-18 19:07:51.022536,Ruta 4 - Este,101,14.0,1,60,2025-11-18 19:00:00,2025-11-18 19:00:33.953037191,19.392970975335963,Tuesday,13.0,55.0,91.67,0.57,A Tiempo,Noche,True
2025-11-18 21:17:51.022536,Ruta 2 - Norte,101,7.0,5,50,2025-11-18 21:15:00,2025-11-18 21:15:00.606411012,21.849650414554585,Tuesday,2.0,57.0,100.0,0.01,A Tiempo,Noche,False
2025-11-19 04:27:51.022536,Ruta 5 - Oeste,101,9.0,8,40,2025-11-19 04:15:00,2025-11-19 04:15:52.428518814,20.820945995432176,Wednesday,1.0,58.0,100.0,0.87,A Tiempo,Madrugada,False
2025-11-19 05:32:51.022536,Ruta 4 - Este,101,5.0,5,60,2025-11-19 05:30:00,2025-11-19 05:32:48.648810696,24.526922800598392,Wednesday,0.0,58.0,96.67,2.81,Retraso Leve,Madrugada,False
2025-11-19 12:02:51.022536,Ruta 3 - Sur,101,7.0,7,60,2025-11-19 12:00:00,2025-11-19 12:04:14.180273592,23.49812385082242,Wednesday,0.0,58.0,96.67,4.24,Retraso Leve,Mañana,False
2025-11-19 16:47:51.022536,Ruta 5 - Oeste,101,10.0,3,40,2025-11-19 16:45:00,2025-11-19 16:46:51.613502406,25.80458639830865,Wednesday,7.0,65.0,100.0,1.86,A Tiempo,Tarde,False
2025-11-19 17:22:51.022536,Ruta 5 - Oeste,101,8.0,6,50,2025-11-19 17:15:00,2025-11-19 17:18:06.921530868,29.44032793116316,Wednesday,2.0,67.0,100.0,3.12,Retraso Leve,Tarde,True
2025-11-20 05:52:51.022536,Ruta 1 - Centro,101,14.0,8,40,2025-11-20 05:45:00,2025-11-20 05:45:06.455659278,18.05889428835352,Thursday,6.0,73.0,100.0,0.11,A Tiempo,Madrugada,False
2025-11-20 20:32:51.022536,Ruta 4 - Este,101,7.0,2,40,2025-11-20 20:30:00,2025-11-20 20:33:12.552993150,33.32337448853016,Thursday,5.0,78.0,100.0,3.21,Retraso Leve,Noche,False
2025-11-21 13:27:51.022536,Ruta 6 - Express,101,7.0,4,50,2025-11-21 13:15:00,2025-11-21 13:19:19.197368706,21.35519850980845,Friday,3.0,81.0,100.0,4.32,Retraso Leve,Tarde,False
2025-11-21 19:02:51.022536,Ruta 5 - Oeste,101,8.0,9,60,2025-11-21 19:00:00,2025-11-21 19:00:50.408014848,24.51327920080496,Friday,-1.0,80.0,100.0,0.84,A Tiempo,Noche,True
2025-11-21 21:42:51.022536,Ruta 3 - Sur,101,8.0,5,40,2025-11-21 21:30:00,2025-11-21 21:31:12.397080798,23.90369691517368,Friday,3.0,83.0,100.0,1.21,A Tiempo,Noche,False
2025-11-22 03:47:51.022536,Ruta 3 - Sur,101,4.0,8,60,2025-11-22 03:45:00,2025-11-22 03:45:57.081325140,16.69963884674423,Saturday,-4.0,79.0,100.0,0.95,A Tiempo,Madrugada,False
2025-11-22 04:17:51.022536,Ruta 6 - Express,101,11.0,8,40,2025-11-22 04:15:00,2025-11-22 04:20:20.904309312,14.878024885153351,Saturday,3.0,82.0,100.0,5.35,Retraso Grave,Madrugada,False
2025-11-22 14:42:51.022536,Ruta 2 - Norte,101,8.0,6,50,2025-11-22 14:30:00,2025-11-22 14:32:14.014035276,29.239736774831517,Saturday,2.0,84.0,100.0,2.23,Retraso Leve,Tarde,False
2025-11-22 20:07:51.022536,Ruta 3 - Sur,101,5.0,3,60,2025-11-22 20:00:00,2025-11-22 20:00:22.205408550,11.111982854061344,Saturday,2.0,86.0,100.0,0.37,A Tiempo,Noche,False
2025-11-23 00:52:51.022536,Ruta 1 - Centro,101,4.0,5,40,2025-11-23 00:45:00,2025-11-23 00:45:29.863726458,20.49461580498741,Sunday,-1.0,85.0,100.0,0.5,A Tiempo,Madrugada,False
2025-11-23 01:42:51.022536,Ruta 6 - Express,101,12.0,6,60,2025-11-23 01:30:00,2025-11-23 01:31:34.498741674,30.76246404635448,Sunday,6.0,91.0,100.0,1.57,A Tiempo,Madrugada,False
2025-11-23 08:37:51.022536,Ruta 6 - Express,101,6.0,4,50,2025-11-23 08:30:00,2025-11-23 08:30:28.838003148,29.825336127521147,Sunday,2.0,93.0,100.0,0.48,A Tiempo,Mañana,True
2025-11-23 09:42:51.022536,Ruta 1 - Centro,101,8.0,5,50,2025-11-23 09:30:00,2025-11-23 09:36:04.236014112,30.55964800885573,Sunday,3.0,96.0,100.0,6.07,Retraso Grave,Mañana,True
2025-11-23 10:17:51.022536,Ruta 4 - Este,101,9.0,8,40,2025-11-23 10:15:00,2025-11-23 10:16:19.845639042,18.701189443759336,Sunday,1.0,97.0,100.0,1.33,A Tiempo,Mañana,False
2025-11-23 19:12:51.022536,Ruta 6 - Express,101,4.0,5,60,2025-11-23 19:00:00,2025-11-23 19:00:48.294006372,20.762846908880537,Sunday,-1.0,96.0,100.0,0.8,A Tiempo,Noche,True
2025-11-23 22:27:51.022536,Ruta 4 - Este,101,9.0,9,50,2025-11-23 22:15:00,2025-11-23 22:18:08.707081656,18.581790890524005,Sunday,0.0,96.0,100.0,3.15,Retraso Leve,Noche,False
2025-11-24 01:12:51.022536,Ruta 4 - Este,101,6.0,10,40,2025-11-24 01:00:00,2025-11-24 01:02:29.073415236,19.21762888210649,Monday,-4.0,92.0,100.0,2.48,Retraso Leve,Madrugada,False
2025-11-24 03:17:51.022536,Ruta 1 - Centro,101,6.0,9,40,2025-11-24 03:15:00,2025-11-24 03:15:33.181567500,22.02381619574305,Monday,-3.0,89.0,100.0,0.55,A Tiempo,Madrugada,False
2025-11-24 08:12:51.022536,Ruta 3 - Sur,101,6.0,9,40,2025-11-24 08:00:00,2025-11-24 08:02:09.347986662,26.79742300457632,Monday,-3.0,86.0,100.0,2.16,Retraso Leve,Mañana,True
2025-11-24 08:27:51.022536,Ruta 2 - Norte,101,10.0,8,50,2025-11-24 08:15:00,2025-11-24 08:27:19.147319070,18.29960472033585,Monday,2.0,88.0,100.0,12.32,Retraso Grave,Mañana,True
2025-11-24 09:32:51.022536,Ruta 6 - Express,101,8.0,7,40,2025-11-24 09:30:00,2025-11-24 09:36:18.758181768,38.033217347864806,Monday,1.0,89.0,100.0,6.31,Retraso Grave,Mañana,True
2025-11-25 03:27:51.022536,Ruta 6 - Express,101,5.0,4,60,2025-11-25 03:15:00,2025-11-25 03:24:11.331548844,32.89036230010086,Tuesday,1.0,90.0,100.0,9.19,Retraso Grave,Madrugada,False
2025-11-25 09:32:51.022536,Ruta 6 - Express,101,10.0,2,60,2025-11-25 09:30:00,2025-11-25 09:33:14.485595802,27.906627292598703,Tuesday,8.0,98.0,100.0,3.24,Retraso Leve,Mañana,True
2025-11-25 19:57:51.022536,Ruta 1 - Centro,101,6.0,7,40,2025-11-25 19:45:00,2025-11-25 19:45:46.711132770,26.184429770799703,Tuesday,-1.0,97.0,100.0,0.78,A Tiempo,Noche,True
2025-11-25 20:32:51.022536,Ruta 4 - Este,101,7.0,1,50,2025-11-25 20:30:00,2025-11-25 20:32:16.186312140,30.336849230054472,Tuesday,6.0,103.0,100.0,2.27,Retraso Leve,Noche,False
2025-11-25 20:42:51.022536,Ruta 5 - Oeste,101,12.0,11,60,2025-11-25 20:30:00,2025-11-25 20:33:40.436331720,23.83482026936208,Tuesday,1.0,104.0,100.0,3.67,Retraso Leve,Noche,False
2025-11-26 07:52:51.022536,Ruta 3 - Sur,101,10.0,3,40,2025-11-26 07:45:00,2025-11-26 07:45:02.297726610,22.98060629330428,Wednesday,7.0,111.0,100.0,0.04,A Tiempo,Mañana,True
2025-11-09 17:17:51.022536,Ruta 4 - Este,102,6.0,5,50,2025-11-09 17:15:00,2025-11-09 17:16:21.828412662,22.0028054061306,Sunday,1.0,1.0,2.0,1.36,A Tiempo,Tarde,True
2025-11-09 21:42:51.022536,Ruta 2 - Norte,102,9.0,8,40,2025-11-09 21:30:00,2025-11-09 21:31:30.027072785,30.516204376721703,Sunday,1.0,2.0,5.0,1.5,A Tiempo,Noche,False
2025-11-10 09:22:51.022536,Ruta 5 - Oeste,102,8.0,9,60,2025-11-10 09:15:00,2025-11-10 09:21:02.830317780,21.387418566062134,Monday,-1.0,1.0,1.67,6.05,Retraso Grave,Mañana,True
2025-11-10 16:42:51.022536,Ruta 6 - Express,102,14.0,3,60,2025-11-10 16:30:00,2025-11-10 16:34:34.248690084,25.21578184771995,Monday,11.0,12.0,20.0,4.57,Retraso Leve,Tarde,False
2025-11-10 23:07:51.022536,Ruta 6 - Express,102,11.0,9,40,2025-11-10 23:00:00,2025-11-10 23:01:25.633204530,25.13992752154774,Monday,2.0,14.0,35.0,1.43,A Tiempo,Noche,False
2025-11-11 09:42:51.022536,Ruta 2 - Norte,102,6.0,12,60,2025-11-11 09:30:00,2025-11-11 09:30:17.593564230,36.23713368152782,Tuesday,-6.0,8.0,13.33,0.29,A Tiempo,Mañana,True
2025-11-11 10:57:51.022536,Ruta 2 - Norte,102,11.0,5,60,2025-11-11 10:45:00,2025-11-11 10:45:32.705218308,28.622038549682436,Tuesday,6.0,14.0,23.33,0.55,A Tiempo,Mañana,False
2025-11-12 05:02:51.022536,Ruta 4 - Este,102,6.0,9,50,2025-11-12 05:00:00,2025-11-12 05:09:16.194007362,23.78707143508224,Wednesday,-3.0,11.0,22.0,9.27,Retraso Grave,Madrugada,False
2025-11-12 20:22:51.022536,Ruta 3 - Sur,102,10.0,6,60,2025-11-12 20:15:00,2025-11-12 20:16:05.853629694,34.46354050752284,Wednesday,4.0,15.0,25.0,1.1,A Tiempo,Noche,False
2025-11-13 01:47:51.022536,Ruta 2 - Norte,102,9.0,6,50,2025-11-13 01:45:00,2025-11-13 01:45:50.951023686,35.25999561125237,Thursday,3.0,18.0,36.0,0.85,A Tiempo,Madrugada,False
2025-11-14 12:22:51.022536,Ruta 2 - Norte,102,8.0,4,40,2025-11-14 12:15:00,2025-11-14 12:16:01.200534606,26.88219374797699,Friday,4.0,22.0,55.0,1.02,A Tiempo,Mañana,False
2025-11-15 07:27:51.022536,Ruta 3 - Sur,102,7.0,7,40,2025-11-15 07:15:00,2025-11-15 07:15:18.073189296,32.123078840405405,Saturday,0.0,22.0,55.0,0.3,A Tiempo,Mañana,True
2025-11-15 11:47:51.022536,Ruta 1 - Centro,102,4.0,7,50,2025-11-15 11:45:00,2025-11-15 11:46:45.128266680,23.7904833170932,Saturday,-3.0,19.0,38.0,1.75,A Tiempo,Mañana,False
2025-11-16 06:17:51.022536,Ruta 6 - Express,102,7.0,7,50,2025-11-16 06:15:00,2025-11-16 06:18:08.045813526,25.702619469176955,Sunday,0.0,19.0,38.0,3.13,Retraso Leve,Madrugada,False
2025-11-16 21:37:51.022536,Ruta 1 - Centro,102,4.0,8,40,2025-11-16 21:30:00,2025-11-16 21:31:12.720155232,20.968417868698157,Sunday,-4.0,15.0,37.5,1.21,A Tiempo,Noche,False
2025-11-16 23:57:51.022536,Ruta 4 - Este,102,7.0,6,60,2025-11-16 23:45:00,2025-11-16 23:55:01.912711494,18.12344715209785,Sunday,1.0,16.0,26.67,10.03,Retraso Grave,Noche,False
2025-11-17 01:57:51.022536,Ruta 1 - Centro,102,8.0,8,60,2025-11-17 01:45:00,2025-11-17 01:52:05.656971312,31.479124797532624,Monday,0.0,16.0,26.67,7.09,Retraso Grave,Madrugada,False
2025-11-17 03:57:51.022536,Ruta 2 - Norte,102,7.0,4,40,2025-11-17 03:45:00,2025-11-17 03:53:43.258428642,21.91460497679079,Monday,3.0,19.0,47.5,8.72,Retraso Grave,Madrugada,False
2025-11-18 04:02:51.022536,Ruta 1 - Centro,102,7.0,9,50,2025-11-18 04:00:00,2025-11-18 04:02:32.185337244,16.4808832397474,Tuesday,-2.0,17.0,34.0,2.54,Retraso Leve,Madrugada,False
2025-11-18 14:12:51.022536,Ruta 2 - Norte,102,10.0,2,60,2025-11-18 14:00:00,2025-11-18 14:01:38.957678952,21.17945630907232,Tuesday,8.0,25.0,41.67,1.65,A Tiempo,Tarde,False
2025-11-18 15:07:51.022536,Ruta 6 - Express,102,6.0,5,40,2025-11-18 15:00:00,2025-11-18 15:04:58.822999656,22.13648235828641,Tuesday,1.0,26.0,65.0,4.98,Retraso Leve,Tarde,False
